,tweetcreatedts,text,language,username
145,2022-03-14 14:44:38+00:00,"@nytimes Russia previously to invassion was half of energy provider to Europe, same for grains. Is unknown how in this situation Putin prefered to throw all this entering to Ukraine. ¿?",en,edavid57edavid
146,2022-03-14 14:43:00+00:00,@nytimes May his villainy end in Ukraine,en,ThePierreAlexis
147,2022-03-14 14:42:10+00:00,@nytimes He's obviously come to help 'Make Russia Great Again'. Where's his red baseball cap?,en,GilesCoGo1
148,2022-03-14 14:36:37+00:00,"@nytimes A “democracy” in a poat-coup which deposed a truly elected president in 2014\n\nHow ridiculous is the Western Media becoming?\n\nDo people really think there was a “democracy” in Ukraine?\n\nWith the militias on the street, persecution of opposition parties, no free Press, genocide?",en,_matheus_scs
149,2022-03-14 14:34:44+00:00,@nytimes About 350 acedemic institutions have been destroyed so far in Ukraine.,en,Sunil41772031
0,2022-03-15 23:59:45+00:00,@nytimes Russia needs to be sanctioned into dust.  The only thing standing in the way of that happening when this invasion is over will be corporate greed...eager to get back to business as usual after this horrific evil being done. #Ukraine,en,TshirtLounge
1,2022-03-15 23:25:49+00:00,"@nytimes NATO doesn't seem to get it, don't they? Russia views this behavior/movement as a direct threat, let's hope for Peace, not further escalation.",en,Martinveikune
2,2022-03-15 23:23:46+00:00,@nytimes Give it to the Russian soldiers.  They'll all be too sick to invade Ukraine.  Give them extra garlic sauce just to make sure.,en,Hisler420
3,2022-03-15 23:15:52+00:00,"@nytimes pushes propaganda BS whilst having ignored UkrainianOligarchs funding the NeoNazism in Ukraine, whilst ignored the EIGHT YEARSUkraines NeoNaziMilitary slaughter it’s own citizens for being ethnically Russian and/or spoke Russian = establishment approved racism https://t.co/Z0dxusxwSb",en,PhattyMcFatfat
4,2022-03-15 23:15:27+00:00,"@nytimes this dude want to show the world that he are trying to end the war, Even though his job is to keep the war going on for a long time to weaken Russia before it was attacked by the Natos.",en,neirapenguin
5,2022-03-15 23:01:55+00:00,@nytimes Sure would be a shame if PUTIN took your stores and detained you in Russia.  Hope that doesn't happen. https://t.co/kVhOSRSA3l,en,sandeea728
6,2022-03-15 23:01:09+00:00,"@nytimes 'international isolation'  .. you so sure about that ? More than half the world supports Russia - in fact, about 5 billion people  - its not just about you America",en,Andjelkovi2Anna
7,2022-03-15 22:40:11+00:00,@nytimes No fly zone is actually nuclear war on the European soil as it sets NATO against Russia.,en,Esther29611814
8,2022-03-15 22:37:00+00:00,@nytimes So the Senate messes with Daylight Savings while Ukraine dies? This is proof that our nation is in decline. We let a new democracy die in front of our eyes while we worry about the convenience of not changing our clocks.\n\nAmerica is lost.,en,BrianEr02690166
9,2022-03-15 22:29:58+00:00,"@nytimes Pizza? More like cardboard with increasingly low-end toppings, ""cheese"", and a tiny container of ""garlic"" sauce that's been through the shrink ray a time or few.\n\nSuspending @PapaJohns in Russia would be doing them and Ukraine a favor.\n\n@dominos has them beat.",en,AlanZak6
10,2022-03-15 22:26:39+00:00,@nytimes The Russian military has been very  soft on Ukraine.,en,EugeneDotson
11,2022-03-15 22:25:03+00:00,@nytimes And hereby China wants to give arms to russia,en,Rapax17
12,2022-03-15 22:21:33+00:00,@nytimes This is exactly why Russia must confront and defeat NATO.,en,Aliforever1234
13,2022-03-15 22:20:12+00:00,"@nytimes It might be rooted in racist views, but it's likely that what #Russia does to civilians in #Syria and what Russia does to civilians in #Ukraine are two different things in the eyes of Western public opinion.",en,SteveMacDonal12
14,2022-03-15 22:15:21+00:00,"@nytimes We are so afraid of Putin and WW3 that he is going to take over the world one country at a time. Documenting what Russia does will not stop Putin. Putin...we all said stop, so just stop. What a joke. Fear leads us all.",en,Dewey16222627
15,2022-03-15 22:14:37+00:00,"@nytimes Okay, maybe I’m dumb, but how is shutting down pizza restaurants gonna stop Piss Baby Putin from invading Ukraine anyway? Why is this an issue? (I actually want an answer I’m genuinely confused help)",en,KamiNotCandy
16,2022-03-15 22:14:01+00:00,"@nytimes If you need any more reason for not patronizing Papa John’s beyond the inferior quality of their pizza, keeping their stores open in Russia seems like a good reason to avoid them.",en,davekane11
17,2022-03-15 22:09:12+00:00,"@nytimes This is not our battle. We instigated it, but in the end, Ukraine made its bed and now they have to lay in it.",en,LostEdm
18,2022-03-15 22:08:14+00:00,@nytimes An American oligarch in Russia! I’m not sorry for you!,en,saszabr65
19,2022-03-15 22:04:36+00:00,"@nytimes As if the US has free speech right now, but OK, maybe Russia is worse",en,irhamnapermana
20,2022-03-15 22:02:08+00:00,"@nytimes Now russia has started getting tough resistant in Ukraine, so Russia's friend China on her behaf is begging for peace tslks. Ha Ha\n😲😜😄",en,Misbah929
21,2022-03-15 22:00:47+00:00,@nytimes What about 10 years of Ukraine government bombing Donbas ??,en,nnxk_music
22,2022-03-15 22:00:31+00:00,@nytimes Boycotting Russian oil and gas cannot work since Russia is aligned on “communist” China. China will buy what the U.S. doesn't take. The whole world would explode quickly into civil wars without all those cheap products made in China by slaves in a very polluted environment.,en,GuilletteBenot1
23,2022-03-15 21:59:06+00:00,@nytimes Horrible overpriced food - exactly what Russia deserves!,en,Santanumalbum
24,2022-03-15 21:57:17+00:00,@nytimes Right. Russia and Putin are acting with impunity. This from United States of drone strikes and invasions.,en,deysivzir
25,2022-03-15 21:57:15+00:00,"@nytimes @NYTBen Building impunity for Russian war crimes in Ukraine includes steps such as Putin criminalizing the very description of his ""special military operation"" in Ukraine as a war or invasion and now  taking Russia out of human rights org Council of Europe.",en,newcombjohn
26,2022-03-15 21:53:27+00:00,"@nytimes our hearts are bleeding for poor russians who had to leave their country that’s about to be bankrupt soon. it’s nothing like seeing a person with their intestines pulled out from an explosion floundering helplessly in the streets of Mariupol, southeast of Ukraine. https://t.co/WbNHORBJUR",en,ghastlyfeelings
27,2022-03-15 21:49:51+00:00,@nytimes @KatyaYushchenko Syria was a giant cluster fuck of many different factions. In comparison Ukraine is cut and dry old school nation versus nation.\n\nHell Russia and America didn't even get involved until it was already a cluster fuck.\n\nComparing them is a reach.,en,0x0nyandesu
28,2022-03-15 21:43:37+00:00,"@nytimes Bush jr., with his lies about some weapons from Africa, gave Iraq to Iran and Trump, with his sheer stupidity, gave Syria and Iran to Russia and China. And Biden, just gave Afghanistan to Russia and China.",en,GuilletteBenot1
29,2022-03-15 21:42:43+00:00,@nytimes Syrian should take advantage of soldiers leaving for Ukraine and overthrow their dictator.,en,denisewu
30,2022-03-15 21:39:55+00:00,@nytimes #Russia is being cleaned up.,en,MosMia77
31,2022-03-15 21:36:15+00:00,@nytimes Do you know this fact about Ukraine president mainstream media don't want you to know. \n\nhttps://t.co/gMRQLwqGUY,en,ProjectJebiga
32,2022-03-15 21:33:30+00:00,@nytimes This should be a warning to anyone caling for censorship in the US.  One thing leads to another and we are suddenly no different than Russia.,en,Mark_Weissman
33,2022-03-15 21:23:16+00:00,"@nytimes Good, depriving Russians of Papa Johns pizza will not stop the Russian invasion. What might stop it is giving Putin a realistic off-ramp - pledge of no NATO for Ukraine, recognition of Crimea as Russian. This requires negotiation not posturing.",en,blaccoffee
34,2022-03-15 21:19:37+00:00,@nytimes Because there are 2 law suites against Russia. Maybe you should mention that is why?,en,ongezoute
35,2022-03-15 21:16:40+00:00,@nytimes That’s literally doing Russia a favor,en,RhymzwithOrangz
36,2022-03-15 21:06:58+00:00,"@nytimes All of these companies ""suspending operations"" in Russia make me roll my eyes. Nothing more than another virtue signal. If you want to say something about Putin fine but all this is doing is hurting their economy and the people that had nothing to do with it.",en,EpicSnotBubble
37,2022-03-15 21:00:20+00:00,"@nytimes I’m confused. India getting oil from Russia to maintain relations with Russia because China, who Russia is asking for help in the current war, is being aggressive towards India…India thinks Russia will not side with China??",en,ccarr2991
38,2022-03-15 20:59:38+00:00,"@nytimes Based on reporting from yesterday, the Council was meeting to expel Russia. The Russians jumped before they were pushed.",en,JRobbo
39,2022-03-15 20:56:23+00:00,@nytimes Only the United States and NATO countries are restricting Russia.,en,RmsSousa1
40,2022-03-15 20:55:57+00:00,"@nytimes If you really want to punish Russia you should inundate the country with Papa John’s, that would teach ‘em. 🤮",en,Abc098o
41,2022-03-15 20:54:18+00:00,"@nytimes The US has NEVER signed up to the ICC, unlike Russia, because the US couldn’t commit to no crimes against humanity. It then passed the “Hague invasion act” authorizing itself if the ICC charged an American or ally (Israeli), though the ICC couldn’t because the US never signed up!",en,pressburgerpowe
42,2022-03-15 20:53:05+00:00,"@nytimes How are the bombings of thousands of residential houses not war crimes? And why can the UN not throw Russia out because of this? They're violating everything it stands for. UN peacekeeping troops need to be deployed asap, Russia needs to leave Ukraine immediately.",en,DustKeith
43,2022-03-15 20:50:24+00:00,"@nytimes Besides being suicidal, Russia, with Putin, can only weaken the West so that the whole world can be easier to grab by ""communist"" China. Communism is an all-powerful ghost or specter.",en,GuilletteBenot1
44,2022-03-15 20:48:31+00:00,@nytimes Russia wouldn’t know what human rights looked like if it walked up to them and smacked them in the face. ( unless it’s oligarchs who are entitled to everything),en,maisiethetortie
45,2022-03-15 20:47:59+00:00,@nytimes That strategy is working wonders for North Korea. Way to shoot for the stars Russia. 👎,en,JustLoseBaby
46,2022-03-15 20:46:24+00:00,"@nytimes This woman was incredibly brave to do this. Sadly, in Russia, people don’t have the kind of freedom of speech that we have here. The Soviet era might have officially ended three decades ago, but there are definitely still remnants of it in Russian society!",en,JoMarieM3
47,2022-03-15 20:38:34+00:00,@nytimes Hipocritts .So Palestinian blood is inferior to Ukraine blood.War is bad but this one have exposed the snake bfre the real war start.,en,MotsomiTabane
48,2022-03-15 20:34:53+00:00,"@nytimes Only 1 country could invade Canada like Russia invaded Ukraine. Was this the DEAL that Putin and Trump had? Trump weakened NATO and withheld aid from Ukraine. Was Putin paving the way for Trump to ""liberate"" Canada with the ""vaccines/masks are tyranny"" propaganda? https://t.co/4GNLwacc0q",en,KeeganVerburg
49,2022-03-15 20:17:14+00:00,@nytimes Sad that in Russia you lose more than your job when you tell the truth.,en,AlanPClegg
50,2022-03-15 20:17:11+00:00,@nytimes Don't buy Putins bluff send fighter jets to Ukraine Now or get down to history as those who let Putin winn and let the ukrainians die 😡,en,schtinkygirl
51,2022-03-15 20:16:52+00:00,"@nytimes I admire it, but realistically the world is showing it’s support by sanctions and financial support, countries would rather have Ukraine fall vs any steps towards ww3 / nuclear involvement … sad part is it’s a matter of time that Ukraine falls",en,Alpha_TBC
52,2022-03-15 20:12:32+00:00,"@nytimes If that was in the West she'd be called Crazy and locked in psychiatric institution...\n\nexactly like you did to me\n(even though there is Judge's decision ""it's illegal you can sue them"" in US Court of Law).\n\nSo, we understand how much you want to denigrate Russia,\nbut what in US?",en,PlatoNyc
