"","X","Date","text"
"1540",1539,"2022-04-21 00:04:20+00:00",".@marklevinshow goes off on reported anti-satellite weapons ban, says decision endangers US, empowers Russia
https://t.co/2daVpPZJXd"
"1541",1540,"2022-04-20 23:55:00+00:00","Milwaukee schools reinstate mask requirement after one day without them
https://t.co/TSuecixTf3"
"1542",1541,"2022-04-20 23:50:00+00:00","Biden HHS set to roll back health care conscience protections
https://t.co/9O0DULCdZh"
"1543",1542,"2022-04-20 23:46:22+00:00","Las Vegas In-N-Out security guard guns down murder suspect
https://t.co/jUqMegQWlE"
"1544",1543,"2022-04-20 23:45:00+00:00","Maine federal building security officer assaulted by knife-wielding suspect: FBI
https://t.co/3mDML2myaE"
"1545",1544,"2022-04-20 23:40:03+00:00","MASK IDENTITY POLITICS: @greggutfeld blasts liberals for condemning judge’s ruling to block the federal mask mandate on public transportation. https://t.co/LOxMh66NNw"
"1546",1545,"2022-04-20 23:40:00+00:00","Texas Border Patrol agents arrest child predators, gang members trying to enter US illegally
https://t.co/Qpvb6cKVhe"
"1547",1546,"2022-04-20 23:36:10+00:00","Cash dash: @GOP tops Democratic rival in first quarter fundraising
https://t.co/NVDPqV857z"
"1548",1547,"2022-04-20 23:35:26+00:00","Orsolya Gaal case: Despite lack of updates, NYPD knows a lot about night of murder, experts say
https://t.co/mhurezzlSc"
"1549",1548,"2022-04-20 23:35:00+00:00","GOP women's PAC backs candidates with chance to flip seats in Ohio, Nevada and Texas
https://t.co/sFZZop4e44"
"1550",1549,"2022-04-20 23:30:00+00:00","US rent prices reach record highs as buyers pushed out of market
https://t.co/KRDrPxUGcH"
"1551",1550,"2022-04-20 23:25:00+00:00",".@LeaderMcConnell slams president behind ‘court-packing' panel for completing Jackson appointment before Breyer leaves
https://t.co/r7A8sMqvUR"
"1552",1551,"2022-04-20 23:24:34+00:00","Biden administration's message is open borders: National Border Patrol Council VP
https://t.co/K8LrNNze6o"
"1553",1552,"2022-04-20 23:23:48+00:00",".@ggreenwald swipes The Intercept after site marks donation drop 18 months following his exit
https://t.co/VoLpzyWPPP"
"1554",1553,"2022-04-20 23:21:51+00:00","NYC shoving suspect Lauren Pazienza indicted in death of Barbara Gustern
https://t.co/LP2ynFkx9F"
"1555",1554,"2022-04-20 23:20:00+00:00","Mother of 5-year-old found dead in Massachusetts woods indicted on first-degree murder, other charges
https://t.co/oGUq3RYmit"
"1556",1555,"2022-04-20 23:18:09+00:00","Capitol Police give all clear after issuing evacuation order amid 'probable threat' of 'aircraft intrusion'
https://t.co/sZ1B8BrR80"
"1557",1556,"2022-04-20 23:15:00+00:00","Austin City Council set to vote on $1.18 million guaranteed basic income plan
https://t.co/CncdPOxqoC"
"1558",1557,"2022-04-20 23:10:00+00:00","MSNBC medical contributor finds travelers ‘exercising freedom’ to not wear masks ‘very disturbing’
https://t.co/jKMCh2ZHNm"
"1559",1558,"2022-04-20 23:05:00+00:00","Elevated inflation, supply chain snarls weighing on US businesses, Fed's Beige Book says
https://t.co/iQBvxZhq82"
"1560",1559,"2022-04-20 23:00:00+00:00","Domestic flight bookings slip in April as prices surpass pre-pandemic levels
https://t.co/sEL1QM6Whx"
"1561",1560,"2022-04-20 22:59:47+00:00","Nikki Fried defends maskless photo on plane, claims Democrats 'made it possible'
https://t.co/5DPozgxm4a"
"1562",1561,"2022-04-20 22:55:00+00:00","Navy investigating after 3 sailors from USS George Washington found dead within a week
https://t.co/uvldpGvpzz"
"1563",1562,"2022-04-20 22:53:30+00:00","Texas high school bypasses state law on teaching in CRT with college-level courses
https://t.co/HDvbfcx4ux"
"1564",1563,"2022-04-20 22:45:00+00:00","Liberals, media elite show off their masks in response to end of travel mandate: ‘KISS MY A––’
https://t.co/GZv12KrbwY"
"1565",1564,"2022-04-20 22:34:19+00:00","Ex-Bernie flack cheers on corporate lobbyists: 'My money is on the Disney lobbyists, honey'
https://t.co/20gn6goNjO"
"1566",1565,"2022-04-20 22:33:51+00:00","Uber driver turns in Jan. 6 defendant who allegedly bragged that he 'tore down the barricades'
https://t.co/t7tv1d4YzN"
"1567",1566,"2022-04-20 22:33:42+00:00","Florida cops fired at by 87-year-old man barricading in home: police
https://t.co/ifd9cP8kc8"
"1568",1567,"2022-04-20 22:33:31+00:00","Biden is intentionally ignoring immigration law because he thinks vetting migrants is racist: @SenJohnKennedy
https://t.co/4VBjUY6IZG"
"1569",1568,"2022-04-20 22:32:48+00:00",".@Tesla stock pops on record quarter, 81% annual revenue jump
https://t.co/saW04s1jtG"
"1570",1569,"2022-04-20 22:30:00+00:00","Missing Trynytee Case: Arkansas man, Tennessee woman arrested after 17-year-old found safe
https://t.co/KtEQkjKrLL"
"1571",1570,"2022-04-20 22:25:00+00:00","Trump endorsements of Oz, Vance aren't deterring Cruz, Pompeo in key GOP Senate primaries
https://t.co/BjR8oeO2H9"
"1572",1571,"2022-04-20 22:20:35+00:00","BREAKING: CDC asks Justice Department to proceed with mask mandate appeal
https://t.co/OVLnhmlp1V"
"1573",1572,"2022-04-20 22:20:00+00:00","UN reports Ukrainian casualties surpass 5,000, says it 'believes' actual figures are 'considerably higher'
https://t.co/8KZl3G0q5o"
"1574",1573,"2022-04-20 22:15:00+00:00","China tells US Taiwan is part of China in first call with Secretary Austin: Report
https://t.co/rb5R31q5lk"
"1575",1574,"2022-04-20 22:10:00+00:00","New Jersey residents weigh in on Garden State's first-ever recreational marijuana sales
https://t.co/91B4s2cQ2d"
"1576",1575,"2022-04-20 22:05:00+00:00",".@mattyglesias warns Democrats are 'misunderstanding' their loss of support by blaming 'misinformation'
https://t.co/8ScrzbECL8"
"1577",1576,"2022-04-20 22:04:27+00:00","Half of Trump's 2016 Ohio RNC delegates call Vance endorsement 'betrayal,' ask him to 'reconsider'
https://t.co/NK2RTEX6lS"
"1578",1577,"2022-04-20 22:00:24+00:00","MSNBC's Nicolle Wallace compares DeSantis, Youngkin education bills to Russian soldiers raping children
https://t.co/L3JTFfmuQ7"
"1579",1578,"2022-04-20 22:00:02+00:00","White House quits asking Saudis for more oil after verbal dust-up with top official: report
https://t.co/qWAfa7mfMw"
"1580",1579,"2022-04-20 21:58:50+00:00","FBI deputy director says 'violence, homicides and aggravated assaults' occurring at 'appalling rate'
https://t.co/LinsUWJnea"
"1581",1580,"2022-04-20 21:58:31+00:00","Johnny Depp recounts infamous defecation incident in court: ‘I could only laugh’
https://t.co/KZ8h90OgSi"
"1582",1581,"2022-04-20 21:58:00+00:00","HALT DISNEY: Florida lawmakers voted to dissolve special self-governing status given to Disney decades ago as the company feuds with Republicans over controversial parental rights bill. https://t.co/uW2DcWildt https://t.co/ooKleAEvZf"
"1583",1582,"2022-04-20 21:55:00+00:00",".@PressSec 'mischaracterizing' Florida's parental rights bill, says State Senate president
https://t.co/JHn9IA0aru"
"1584",1583,"2022-04-20 21:52:03+00:00","Has inflation peaked in the US?
https://t.co/K43f1EXSIo"
"1585",1584,"2022-04-20 21:50:00+00:00","Prosecutor withdraws from Whitmer kidnap plot case after jury acquits two defendants, deadlocks on others
https://t.co/iRxVmoTjhN"
"1586",1585,"2022-04-20 21:45:14+00:00","Verizon Wireless customers report outages across US
https://t.co/g20XzbuUiY"
"1587",1586,"2022-04-20 21:45:00+00:00","For Ukraine's kids, a therapy dog can help ease trauma and suffering
https://t.co/7zyDCSrijV"
"1588",1587,"2022-04-20 21:44:53+00:00","Single tick bite can cause a life-threatening meat allergy: report
https://t.co/V6THlg3iHd"
"1589",1588,"2022-04-20 21:40:00+00:00","Shanghai allows 4M out of homes as COVID rules ease
https://t.co/PcicdoEU89"
"1590",1589,"2022-04-20 21:38:44+00:00",".@joerogan roasts Stephen Colbert for being chummy with top Democrats: He enjoys being in the 'in-crowd'
https://t.co/3X6uMgAZgx"
"1591",1590,"2022-04-20 21:38:23+00:00","Could there be a third presidential run in @BernieSanders' future?
https://t.co/gME47jFpmC"
"1592",1591,"2022-04-20 21:37:54+00:00","FEET TO THE FIRE: The journalist asked how the Chicago mayor ‘can possibly even consider running for reelection.’ https://t.co/JboC3aKzWd https://t.co/HqgBJQHTmD"
"1593",1592,"2022-04-20 21:37:53+00:00","Johnny Depp’s severed fingertip: Actor recalls bloody incident in first-hand account
https://t.co/iEXpkPu2Cf"
"1594",1593,"2022-04-20 21:37:42+00:00","Atlanta Apple Store employees file for union election
https://t.co/tQilz0ngli"
"1595",1594,"2022-04-20 21:35:00+00:00","Late night mockery: Kimmel, Colbert and more deride judge, airline passengers over mask mandate repeal
https://t.co/lCFMmf0I7x"
"1596",1595,"2022-04-20 21:30:00+00:00","Georgia suspect accused of shooting cop 6 times granted bond, but DA steps in
https://t.co/QwpMsimWHa"
"1597",1596,"2022-04-20 21:25:00+00:00","Dwayne Haskins was stranded on Florida highway, getting gas when he was struck by a truck, 911 call reveals
https://t.co/WbbbrrmnGU"
"1598",1597,"2022-04-20 21:20:00+00:00","LSU's Olivia Dunne reveals phone was stolen at Revolve Festival
https://t.co/im9XXK82e3"
"1599",1598,"2022-04-20 21:15:00+00:00","Jada Pinkett Smith 'hurt' Tupac when she asked him not to beat up Will Smith years ago, friend claims
https://t.co/MWVkvBTojt"
"1600",1599,"2022-04-20 21:12:17+00:00","Tennessee jail transportation van carrying inmates overturns on roadway, injuries reported: Officials
https://t.co/lh9D2sxPEX"
"1601",1600,"2022-04-20 21:12:05+00:00",".@PressSec rules out Biden admin delaying Title 42 removal as another Dem breaks
https://t.co/hhuZUhhU59"
"1602",1601,"2022-04-20 21:10:00+00:00","Monmouth County calls for Parents’ Bill of Rights in light of ‘disturbing’ NJ sex education standards
https://t.co/0hmqoVNH85"
"1603",1602,"2022-04-20 21:05:00+00:00","Secret Service shot and killed intruder at Peruvian ambassador's residence in DC
https://t.co/gRsjpvRbnV"
"1604",1603,"2022-04-20 21:03:44+00:00","Florida bride and caterer arrested after wedding guests get sick from weed-laced food
https://t.co/Z3TFspHtNW"
"1605",1604,"2022-04-20 21:03:34+00:00","GrubHub owner exploring full or partial sale
https://t.co/aEHtKBpaGl"
"1606",1605,"2022-04-20 21:03:13+00:00","Justice Department probe finds Mississippi prison violates Constitution
https://t.co/SJJmPjU0Aa"
"1607",1606,"2022-04-20 21:02:49+00:00","MSNBC, CBS, NBC, ABC panic while airline passengers cheer mask mandate repeal: ‘Not your personal choice’
https://t.co/cMRYY14Org"
"1608",1607,"2022-04-20 21:02:31+00:00","Georgia infant died after father allegedly put alcohol in bottle; parents charged with murder
https://t.co/0ZVbfAa7xN"
"1609",1608,"2022-04-20 21:02:20+00:00","Starbucks files unfair labor charges against union organizers for 'disturbing behavior'
https://t.co/y5D8PIeMFO"
"1610",1609,"2022-04-20 21:02:03+00:00","Netflix: Critics agree with @ElonMusk’s assessment that ‘woke mind virus’ is hurting streaming service
https://t.co/16WOQLJoBe"
"1611",1610,"2022-04-20 21:01:36+00:00","Hawaii's threatened species: What to know about protected wildlife on the islands
https://t.co/P138Y18Cyu"
"1612",1611,"2022-04-20 21:01:26+00:00","Writers in The Guardian, NBC, others trash plans to increase police presence following New York subway attack
https://t.co/GGMja7SbZb"
"1613",1612,"2022-04-20 21:00:59+00:00","Los Angeles plane crash near freeway kills at least one
https://t.co/Zg9tU6UOUH"
"1614",1613,"2022-04-20 21:00:50+00:00","Netflix torpedoes Nasdaq, S&amp;P while Dow adds 250 points
https://t.co/Y9AatG6LUH"
"1615",1614,"2022-04-20 21:00:40+00:00","Suburban NYC police officer shot, hospitalized along with suspect
https://t.co/wZPVhRXa2b"
"1616",1615,"2022-04-20 21:00:18+00:00","Is a natural gas crisis coming?
https://t.co/hmdj6GW7qc"
"1617",1616,"2022-04-20 21:00:05+00:00","Angler catches massive paddlefish in Tennessee
https://t.co/GuKr0bflbw"
"1618",1617,"2022-04-20 21:00:00+00:00","Russia continues to strike eastern Ukraine as officials call for evacuation of Mariupol
https://t.co/sAvn3UP35j"
"1619",1618,"2022-04-20 20:59:49+00:00","MSNBC's Symone Sanders reluctantly praises DeSantis COVID record: 'Florida actually came out all right'
https://t.co/718Q9UbxKh"
"1620",1619,"2022-04-20 20:58:48+00:00",".@KatiePavlich pushes back on White House downplaying suspected terrorists caught at border
https://t.co/Sb1k7RXrrM"
"1621",1620,"2022-04-20 20:56:07+00:00","Florida pushes back on Biden's HHS treatments for gender dysphoria guidance
https://t.co/76AarxlS7D"
"1622",1621,"2022-04-20 20:55:49+00:00","Tenured Canadian professor fired after saying BLM 'destroyed' her university
https://t.co/UlVU8G6XXf"
"1623",1622,"2022-04-20 20:55:26+00:00",".@PressSec says COVID masks should be personal choice as long as mandates are not enforced
https://t.co/KWmXmM4Str"
"1624",1623,"2022-04-20 20:55:01+00:00","Florida Senate passes bill stripping Disney of special self-governing power
https://t.co/8P4zAXDqdV"
"1625",1624,"2022-04-20 20:55:00+00:00","OPINION: @KevinKileyCA: Crime rocks California but liberal politicians can't admit tragic results of progressive policies
https://t.co/RVXcImtYew"
"1626",1625,"2022-04-20 20:54:37+00:00","Washington Post reporter Taylor Lorenz's doxxing of conservative Twitter user only her latest controversy
https://t.co/FSudThpYEF"
"1627",1626,"2022-04-20 20:54:16+00:00","Florida Senate passes DeSantis congressional map wiping out Dem gains from redistricting
https://t.co/roBA04r2Ap"
"1628",1627,"2022-04-20 20:53:44+00:00","Politico founding editor hits Times' new 'white male' executive editor pick as 'profoundly traditional choice'
https://t.co/v0OXf6iQ9L"
"1629",1628,"2022-04-20 20:53:30+00:00","Biden to tap Arizona US attorney as interim ATF director
https://t.co/8p2ZRDyNgB"
"1630",1629,"2022-04-20 20:53:03+00:00","More Democrats sound the alarm as White House plans to scrap Title 42
https://t.co/3qThK0CA4c"
"1631",1630,"2022-04-20 20:50:00+00:00","LA Times columnist: Parental rights in education laws ‘puritanical anti-sex, anti-birth-control, anti-woman’
https://t.co/zpcWpAb7y1"
"1632",1631,"2022-04-20 20:45:00+00:00","US economy facing 'modest' recession next year, Fannie Mae says
https://t.co/JFeCzTRB7f"
"1633",1632,"2022-04-20 20:43:08+00:00","Finland inches closer to joining NATO in response to Russia’s invasion of Ukraine
https://t.co/JZRGjafvJd"
"1634",1633,"2022-04-20 20:42:54+00:00","Lane Kiffin seems to have Tennessee on his mind a lot, this time regarding NIL
https://t.co/OTgo8lXPAk"
"1635",1634,"2022-04-20 20:42:44+00:00","Germany will end oil imports from Russia by year end, says minister
https://t.co/frNDyE6SRn"
"1636",1635,"2022-04-20 20:40:00+00:00","Biden’s pause on student loan repayments ‘adds fuel to the inflation fire,’ expert says
https://t.co/P4vuS8PSF2"
"1637",1636,"2022-04-20 20:35:00+00:00","Americans celebrate unofficial 4/20 cannabis holiday with events, discounts, social media posts
https://t.co/Tf4NzyyQRg"
"1638",1637,"2022-04-20 20:34:19+00:00","South Carolina court halts planned firing squad execution
https://t.co/xHWuwcV6cG"
"1639",1638,"2022-04-20 20:34:00+00:00","Allies send Ukraine 'spare parts,’ adding 20 aircraft to fleet as Russia bombardment increases: DOD
https://t.co/oT2Z4SeA3l"
"1640",1639,"2022-04-20 20:33:44+00:00","Louisiana woman's murder filmed on Instagram Live: police, Facebook
https://t.co/Noe8EZ5Uuv"
"1641",1640,"2022-04-20 20:33:27+00:00","Inflation threatens to undercut Biden's infrastructure plans
https://t.co/khTl2Xe0sa"
"1642",1641,"2022-04-20 20:33:14+00:00","Padres' Luke Voit collides with Reds' Tyler Stephenson at plate, tensions boil
https://t.co/9R1DNVeQAX"
"1643",1642,"2022-04-20 20:32:53+00:00","NC police not investigating Wake Forest med student who implied she botched blood draw after pronoun pin diss
https://t.co/sxlh1FFKqX"
"1644",1643,"2022-04-20 20:32:31+00:00",".@taylorswift13's childhood home up for sale with $999,900 asking price
https://t.co/drZdVmVzKF"
"1645",1644,"2022-04-20 20:31:59+00:00","AJ Green admits chemistry issue with Kyler Murray
https://t.co/o82JGBaUpS"
"1646",1645,"2022-04-20 20:31:41+00:00","Phoenix pickup truck crashes into museum, driver taken to hospital with non-life threatening injuries
https://t.co/GlBjGBUbbQ"
"1647",1646,"2022-04-20 20:31:20+00:00",".@JamesCarville frets no one 'fears' the Democratic Party: 'You can't govern without fear'
https://t.co/A65TrY9Uhx"
"1648",1647,"2022-04-20 20:30:51+00:00","Government agency's new mascot draws impassioned responses on Twitter: 'Definitely high right now'
https://t.co/4QDoX89Fw5"
"1649",1648,"2022-04-20 20:30:26+00:00","Milwaukee schools reinstate mask requirement after one day without them
https://t.co/TSueciPuDD"
"1650",1649,"2022-04-20 20:30:04+00:00","Biden HHS set to roll back health care conscience protections
https://t.co/9O0DULkD7J"
"1651",1650,"2022-04-20 20:30:00+00:00","This 2-year-old telling his mom 'I'm so proud of you' is the sweetest thing you'll see today
https://t.co/XaEslmu6OU"
"1652",1651,"2022-04-20 20:25:00+00:00","Germany halts arms shipments to Ukraine, will provide training and maintenance instead
https://t.co/I4XPIMx4AU"
"1653",1652,"2022-04-20 20:24:29+00:00","Maine federal building security officer assaulted by knife-wielding suspect: FBI
https://t.co/3mDML24Xj6"
"1654",1653,"2022-04-20 20:24:15+00:00","Treasury designates Russian sanctions violators
https://t.co/4QBJzxUSkO"
"1655",1654,"2022-04-20 20:23:56+00:00","Texas Border Patrol agents arrest child predators, gang members trying to enter US illegally
https://t.co/Qpvb6d2wFO"
"1656",1655,"2022-04-20 20:22:13+00:00",".@VP to officiate New Mexico governor's wedding in DC
https://t.co/5PmLcWcasR"
"1657",1656,"2022-04-20 20:21:30+00:00","What happened to Boeing flight that went down over China?
https://t.co/UFdaaAS5h7"
"1658",1657,"2022-04-20 20:20:00+00:00","Oklahoma father fights back against transgender bathroom rule in daughter's school: People are standing up
https://t.co/r6DwNU21ta"
"1659",1658,"2022-04-20 20:18:45+00:00","Pot ETF hits market amid growing legalization push
https://t.co/jj4SHVr8jv"
"1660",1659,"2022-04-20 20:16:24+00:00","Jada Pinkett Smith says family 'focusing on deep healing' after Chris Rock slap
https://t.co/AW0IJt5LEd"
"1661",1660,"2022-04-20 20:15:37+00:00",".@LeaderMcConnell slams president behind ‘court-packing' panel for completing Jackson appointment before Breyer leaves
https://t.co/r7A8sMr3Kp"
"1662",1661,"2022-04-20 20:15:00+00:00","Ukraine’s flag projected onto Russian UN ambassador’s NYC townhouse in protest
https://t.co/OHUjovidLK"
"1663",1662,"2022-04-20 20:11:29+00:00","OPINION: @newtgingrich: Democratic Party's many disasters offer us a rare chance to create an American majority
https://t.co/F8lgA7rcm3"
"1664",1663,"2022-04-20 20:10:00+00:00","DOJ threatens takeover of NYC's Rikers Island, other jails amid 'extraordinary level of violence and disorder'
https://t.co/DKGgKE0Upc"
"1665",1664,"2022-04-20 20:09:36+00:00","Nonprofit sending incubators to Ukraine bomb shelters, hospitals to save premature babies
https://t.co/wrSEt41fp5"
"1666",1665,"2022-04-20 20:09:06+00:00","MSNBC medical contributor finds travelers ‘exercising freedom’ to not wear masks ‘very disturbing’
https://t.co/jKMCh3hjbW"
"1667",1666,"2022-04-20 20:05:00+00:00","Netflix shares sink as Wall Street bails
https://t.co/VJOBebhOPE"
"1668",1667,"2022-04-20 20:03:17+00:00","Domestic flight bookings slip in April as prices surpass pre-pandemic levels
https://t.co/sEL1QMoxG7"
"1669",1668,"2022-04-20 20:02:59+00:00","Navy investigating after 3 sailors from USS George Washington found dead within a week
https://t.co/uvldpGN0Y9"
"1670",1669,"2022-04-20 20:02:30+00:00","Border Patrol not using Title 42 to expel some Northern Triangle migrants ahead of its May 23 end: sources
https://t.co/kQu4fOZpkO"
"1671",1670,"2022-04-20 20:02:17+00:00","New York Circus performer rescued in during photo shoot on bridge
https://t.co/FES6Rir5UZ"
"1672",1671,"2022-04-20 20:01:45+00:00","Liberals, media elite show off their masks in response to end of travel mandate: ‘KISS MY A––’
https://t.co/GZv12K9AFq"
"1673",1672,"2022-04-20 20:01:24+00:00","A$AP Rocky arrested at LAX airport
https://t.co/FZadOwXaMF"
"1674",1673,"2022-04-20 20:01:06+00:00","Minneapolis residents' lawsuit demanding reversal of defund police policy expedited by Supreme Court
https://t.co/XyW0Mq4a5v"
"1675",1674,"2022-04-20 20:00:47+00:00","Missing Trynytee Case: Arkansas man, Tennessee woman arrested after 17-year-old found safe
https://t.co/KtEQkjsQUd"
"1676",1675,"2022-04-20 20:00:19+00:00","Trump endorsements of Oz, Vance aren't deterring Cruz, Pompeo in key GOP Senate primaries
https://t.co/BjR8of5E5J"
"1677",1676,"2022-04-20 20:00:08+00:00","Arizona wildfire doubles in size, forces residents to flee
https://t.co/fdJGCasMMD"
"1678",1677,"2022-04-20 20:00:02+00:00","Florida releases new guidance on gender dysphoria in children, disputes Biden HHS
https://t.co/NYmUfRQEfi"
"1679",1678,"2022-04-20 19:59:52+00:00","UN reports Ukrainian casualties surpass 5,000, says it 'believes' actual figures are 'considerably higher'
https://t.co/8KZl3FIPdQ"
"1680",1679,"2022-04-20 19:58:52+00:00","China tells US Taiwan is part of China in first call with Secretary Austin: Report
https://t.co/rb5R31HGJU"
"1681",1680,"2022-04-20 19:58:33+00:00","New Jersey residents weigh in on Garden State's first-ever recreational marijuana sales
https://t.co/91B4s1VfaF"
"1682",1681,"2022-04-20 19:58:04+00:00",".@mattyglesias warns Democrats are 'misunderstanding' their loss of support by blaming 'misinformation'
https://t.co/8ScrzbWe9I"
"1683",1682,"2022-04-20 19:55:00+00:00","Indiana child found dead in suitcase by mushroom hunter
https://t.co/RxEaEyOtlw"
"1684",1683,"2022-04-20 19:50:00+00:00","Ari Fleischer on 'Kilmeade Show': Liberals get hurt the most by 'nonsense' press coverage
https://t.co/U26Eo3QKmD"
"1685",1684,"2022-04-20 19:45:00+00:00","FAA makes 'zero-tolerance' policy for unruly passengers permanent
https://t.co/rHnZEGZ81T"
"1686",1685,"2022-04-20 19:40:00+00:00","Former DEA agent sounds alarm on fentanyl deaths, border crisis: 'A catastrophic situation'
https://t.co/98RCRtTGbb"
"1687",1686,"2022-04-20 19:35:00+00:00","Biden's economic policy is the 'exact opposite' of what would bring down inflation: Josh Holmes
https://t.co/Z9cySVi949"
"1688",1687,"2022-04-20 19:30:00+00:00","Virginia man accused of stalking ex-girlfriend, murdering her husband had not seen woman in 4 years: Cops
https://t.co/i9ZxSEpXXe"
"1689",1688,"2022-04-20 19:25:00+00:00","USFL provides 'another avenue to bring players in,' Bucs GM says
https://t.co/ghYtjhJKOd"
"1690",1689,"2022-04-20 19:20:00+00:00","EXCLUSIVE: Former McDonald’s CEO to fight woke corporate politics
https://t.co/6HZdjZ3zSC"
"1691",1690,"2022-04-20 19:15:00+00:00","'Baywatch' star Carmen Electra celebrates 50th birthday in bright bikini
https://t.co/aKnCNfPGW0"
"1692",1691,"2022-04-20 19:10:00+00:00","Paula Deen celebrates wedding anniversary by serving up heartwarming stories of family, food on Fox Nation
https://t.co/TrUwqcPIuo"
"1693",1692,"2022-04-20 19:05:59+00:00","WATCH LIVE: @PressSec holds a White House briefing for the media
https://t.co/S6b0IVDsdy"
"1694",1693,"2022-04-20 19:05:00+00:00","NYC 'Diamond' mob boss of underground gambling parlors sentenced to 4 years
https://t.co/jJyNs8Ac9R"
"1695",1694,"2022-04-20 19:00:01+00:00","Existing home sales drop as prices hit new record
https://t.co/gReMYUF40z"
"1696",1695,"2022-04-20 18:54:50+00:00","Doctor sounds alarm on 'wokeness' being injected into health care system: A 'terrible' initiative
https://t.co/pydGPoiLbW"
"1697",1696,"2022-04-20 18:25:04+00:00","NY gubernatorial candidate says nighttime migrant flights resumed: 'We should know who's coming in'

https://t.co/nO7gW3lis4"
"1698",1697,"2022-04-20 18:20:00+00:00","Alec Baldwin’s ‘Rust’ fined by New Mexico for willful gun safety failures

https://t.co/Cl1Rxu0Rfy"
"1699",1698,"2022-04-20 18:16:50+00:00","Obama mocked for initiative to stop ‘spread of disinformation’: ‘No way this will ever be abused’

https://t.co/wb9rb6XaNH"
"1700",1699,"2022-04-20 18:10:00+00:00","Russia tests new Sarmat intercontinental ballistic missile in what Putin hails as ‘truly unique weapon’

https://t.co/6x3eMCJAeZ"
"1701",1700,"2022-04-20 18:00:00+00:00","GOP Senators demand Sec. Blinken reopen American embassy in Ukraine

https://t.co/7UDeNFecI1"
"1702",1701,"2022-04-20 17:50:00+00:00","New York continues to enforce mask mandate for public transit due to variant spread, governor says

https://t.co/Hm6qbux633"
"1703",1702,"2022-04-20 17:40:00+00:00","DOJ to charge nearly two dozen for allegedly defrauding $150 million in COVID-19 aid

https://t.co/pPZwiAVpvP"
"1704",1703,"2022-04-20 17:30:00+00:00","Florida AG calls out Jen Psaki's 'misinformation' about Florida law: 'A fraud on the American public'

https://t.co/EyQeZYRysF"
"1705",1704,"2022-04-20 17:20:00+00:00","Reporter to Chicago's Lightfoot: How can you 'possibly even consider' re-election after 'harm you've caused'

https://t.co/YRKezdWvps"
"1706",1705,"2022-04-20 17:10:00+00:00","Shaq gets candid on divorce, regrets in podcast interview: 'I was arrogant, I was dumb'

https://t.co/fU0tzzEe8t"
"1707",1706,"2022-04-20 17:00:00+00:00","Fire forces evacuation of dorm at Texas university; 3 hurt

https://t.co/6rSZSwJxuH"
"1708",1707,"2022-04-20 16:50:00+00:00","2 men wanted in New York City after broad daylight shootout

https://t.co/q9kaL0ImgK"
"1709",1708,"2022-04-20 16:40:00+00:00","Prince Harry says he's ‘trying’ for Queen Elizabeth to see Archie and Lilibet amid 'security issues'

https://t.co/7aqiDXRjMg"
"1710",1709,"2022-04-20 16:30:00+00:00","High-ranking Russian officials question Putin's decision to invade Ukraine: report

https://t.co/Y6Sg5Mu03q"
"1711",1710,"2022-04-20 16:20:00+00:00","Lexus launches first electric SUV on 4/20, burning Elon Musk

https://t.co/IudTdzeVz4"
"1712",1711,"2022-04-20 16:10:00+00:00","Douglas Murray: Elon Musk takeover would expose Twitter's 'dark arts'

https://t.co/P08nnnk739"
"1713",1712,"2022-04-20 16:00:01+00:00","Washington Post senior critic-at-large scolds Americans over mask mandate celebrations: 'Childish and selfish'

https://t.co/JQ90hEcR0b"
"1714",1713,"2022-04-20 15:50:00+00:00","Senate set for clash over Title 42, COVID funding amid warnings of impending flood of migrants to border

https://t.co/Wjworrv8Qf"
"1715",1714,"2022-04-20 15:40:00+00:00","Omicron subvariant gaining traction in US: CDC data

https://t.co/uoZdmnX3SP"
"1716",1715,"2022-04-20 15:30:01+00:00","NY gubernatorial candidate says nighttime migrant flights resumed: 'We should know who's coming in'

https://t.co/t0kumMK6r5"
"1717",1716,"2022-04-20 15:20:00+00:00","Lloyd Austin meets with Chinese counterpart, ending 15-month silent streak

https://t.co/bcTMv0K6Ov"
"1718",1717,"2022-04-20 15:10:00+00:00","Helen Mirren reveals stepson Rio Hackford’s cause of death

https://t.co/2O4PbW0yzZ"
"1719",1718,"2022-04-20 15:00:02+00:00","Florida dog named oldest living dog in the world

https://t.co/pUXHrK6PEM"
"1720",1719,"2022-04-20 14:50:00+00:00","Florida man missing for days after canoe overturns found alive, sheriff's office says

https://t.co/rOkLi96JdO"
"1721",1720,"2022-04-20 14:40:00+00:00","Air Force officer faces court-martial over vaccine refusal in apparent 'discrimination' of Christians: lawyer

https://t.co/8inVcvzHTI"
"1722",1721,"2022-04-20 14:30:00+00:00","Michelle Alyssa Go murder: Alleged NYC subway shover mentally unfit for trial

https://t.co/EDl2rsvZ72"
"1723",1722,"2022-04-20 14:20:00+00:00","Prince Harry seemingly dodges question about missing dad Prince Charles, brother Prince William

https://t.co/cDD4Y6NPz6"
"1724",1723,"2022-04-20 14:10:00+00:00","Jerry West, Kareem Abdul-Jabbar take issue with HBO's 'Winning Time'

https://t.co/dq3f8hHxYO"
"1725",1724,"2022-04-20 14:00:00+00:00","New York, Pennsylvania see snow, power outages after late-season nor'easter

https://t.co/VlAAMZz0H5"
